,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6517904429158934,0.8641169717841822,0.48276484151297727,0.2652582159624413,0.05514885309907272,0.09131313131313132
Valid,0.6466662923030848,0.8641855969067183,0.4774232155757287,0.22641509433962265,0.047619047619047616,0.07868852459016394
Test,0.6157614189872255,0.8637022716288062,0.4867396783632838,0.18518518518518517,0.04032258064516129,0.06622516556291391
