,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
RUE,0.5672785928229704,1.5665366996599416e-176,0.0291980695862416,0.8025749371966536,0.2991880459414135,0.0169491525423728,0.0224719101123595,0.021455223880597,0.0259259259259259,0.3958580626607444
egRUE,0.6120422415207978,6.156503290053921e-213,0.0309769117321694,0.7957641277042024,0.2744660938803029,0.0192926045016077,0.0225921521997621,0.0237068965517241,0.0223350253807106,0.3931047218262509
Entropy,0.7213546444480613,0.0,0.0272695408309832,0.8174068925148168,0.3196890531256586,0.0,0.010204081632653,0.0197044334975369,0.0188679245283018,0.3614040830931364
Deep Ensemble,0.1491731477953834,9.141101163971872e-12,0.027557390161825,0.7431010613751731,0.5154253692789701,0.028391167192429,0.0248648648648648,0.023926812104152,0.0251428571428571,0.4600274427208129
MC Dropout,-0.714985760033833,1e-323,0.2199253616195517,0.1461074212234252,0.0468567208316231,0.7058823529411765,0.5789473684210527,0.3539325842696629,0.2236220472440944,0.5858803584259276
PostNet Aleatoric,0.5536176520399281,1.6861910255199388e-166,0.038787462837824,0.8878877082136702,0.5640747218361989,0.0182002022244691,0.0184190330007674,0.0181311018131101,0.0195822454308094,0.1400105139835037
PostNet Epistemic,0.2773225252532046,7.57788435193194e-38,0.0404786815748263,0.8621122917863298,0.4174691174288291,0.0192159877017678,0.1393486385477843,0.1525857654889913,0.1537298387096774,0.1408250433395076
GPC Entropy,0.0665563820371643,0.0024542129102757,0.0180930935480496,0.6154213767116993,0.0403042740085836,0.0167364016736401,0.0175284837861524,0.0215326155794806,0.0241228070175438,0.0897728309816992
