Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.8047037657425328,0.0,0.017409715415549823,0.8646307753060419,0.29829697014251244,0.008917197452229299,0.010341261633919338,0.010027347310847767,0.010924369747899159,0.2184653807743634
