,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
RUE,0.676425959197545,4.7628174840345075e-234,0.0311532637454894,0.8743228912900176,0.4559228544078145,0.015267175572519,0.0082236842105263,0.0116156282998944,0.0259197324414715,0.3295707058616393
egRUE,0.8103856489733685,0.0,0.0193808758630242,0.9497950760941216,0.7605936274283133,0.0078740157480314,0.0084033613445378,0.0072115384615384,0.0088105726872246,0.3212605645079314
Entropy,0.7826381972797621,0.0,0.0264471081442129,0.9116047118168008,0.5125376550177444,0.0408163265306122,0.0100502512562814,0.0089086859688195,0.0077399380804953,0.311905298352374
Deep Ensemble,0.8549340021381547,0.0,0.0132470899451745,0.9517321758701068,0.8723237412828825,0.008225616921269,0.0102523659305993,0.0098245614035087,0.0110268780151619,0.3768800668954579
MC Dropout,0.2387883461802369,4.4917394212779576e-24,0.0868768733923741,0.6508292620953305,0.2559560726534493,0.0,0.0652173913043478,0.0710659898477157,0.0738522954091816,0.4002841737330935
PostNet Aleatoric,0.8047037657425328,0.0,0.0174097154155498,0.8646307753060419,0.2982969701425124,0.0089171974522292,0.0103412616339193,0.0100273473108477,0.0109243697478991,0.2184653807743634
PostNet Epistemic,0.4837197559613809,3.914673950003696e-103,0.0278929009984821,0.8054144179720065,0.3133426126759632,0.0576540755467196,0.0649271844660194,0.068127962085308,0.0708430913348946,0.2400693535564941
GPC Entropy,0.1154572017437946,1.308133301793766e-06,0.0102944081878013,0.7023973692585128,0.07555083386488,0.0100558659217877,0.0095313741064336,0.0123881624225739,0.0157927984838913,0.0571116603555093
