,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.7394120866991345,0.9386586500608403,0.2050980188428916,0.16216216216216217,0.06158357771260997,0.08926673751328375
Valid,0.7723344515752626,0.9467353951890034,0.1961977409507435,0.25,0.1038961038961039,0.14678899082568808
Test,0.6529118489445211,0.9261591299370349,0.22339160067977754,0.15151515151515152,0.04716981132075472,0.07194244604316546
