Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,-0.4394257905094679,2.0017142479378678e-98,0.1686289845476325,0.4188014139340924,0.13669290449773047,0.047872340425531915,0.13528336380255943,0.21904761904761905,0.2261268143621085,0.5775620013405398
