,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6341667576518543,0.8946287233399794,0.5286294860313716,0.176056338028169,0.05108991825613079,0.0791974656810982
Valid,0.6405267295597484,0.8975350410826486,0.5257817787636357,0.1320754716981132,0.04046242774566474,0.061946902654867256
Test,0.592436356952486,0.8999516674722088,0.5309866463712386,0.12962962962962962,0.041916167664670656,0.06334841628959276
