,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6782647896271,0.981461599026555,0.4933197866888226,0.0,0.0,0.0
Valid,0.758186260210035,0.981672394043528,0.49233415398537633,0.0,0.0,0.0
Test,0.6902690852515824,0.9811104751001717,0.4949519598593218,0.0,0.0,0.0
