Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.5638873701966101,5.359826883380908e-174,0.04664261876493784,0.8054617974904934,0.3469840901303746,0.014084507042253521,0.0189873417721519,0.024943310657596373,0.032665964172813484,0.4019280302660524
