Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,-0.7515163699185221,0.0,0.2794233316667899,0.15560239477099208,0.07797303117751518,0.39285714285714285,0.4461538461538462,0.34054834054834054,0.2722457627118644,0.6105092665986325
