,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
RUE,0.4720480556514279,2.619283077534084e-115,0.0566834054694437,0.7603178193969845,0.3410927552257291,0.0154639175257731,0.0412654745529573,0.049074074074074,0.0644444444444444,0.4155811087575236
egRUE,0.5636117202664969,8.587159347250695e-174,0.0455686877050896,0.8121619100914009,0.3681635476557875,0.0127388535031847,0.0228310502283105,0.0250284414106939,0.0353798126951092,0.4058065429313339
Entropy,0.714793527461679,2e-323,0.0421559553734724,0.8269455920815028,0.4212405319023757,0.0,0.0,0.0112359550561797,0.0218579234972677,0.3606371701481582
Deep Ensemble,-0.1593031186198185,3.1386022093075e-13,0.0405563024524532,0.7802339579189783,0.3195030183785777,0.0314009661835748,0.027746947835738,0.0274725274725274,0.0515399120050282,0.51769419987804
MC Dropout,-0.7584429105867624,0.0,0.3129187234509583,0.1152227395644836,0.0736646066925927,0.7021276595744681,0.5386996904024768,0.3693009118541033,0.2698744769874477,0.6188360483589075
PostNet Aleatoric,0.4867982205335947,1.4503656163489079e-123,0.0186453845321494,0.806234096692112,0.3337049511432996,0.0144057623049219,0.0189250567751703,0.0217797137523335,0.02437641723356,0.129928706712624
PostNet Epistemic,0.285877957973901,3.292059743266548e-40,0.0234494729826,0.722665883734586,0.097106208782505,0.0172117039586919,0.0461454940282301,0.0486835568802781,0.0497560975609756,0.1450489685758731
GPC Entropy,0.0665563820371643,0.0024542129102757,0.0180930935480496,0.6154213767116993,0.0403042740085836,0.0167364016736401,0.0175284837861524,0.0215326155794806,0.0241228070175438,0.0897728309816992
