,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.7219639365569936,0.981461599026555,0.4496488369413098,0.0,0.0,0.0
Valid,0.7853157817969662,0.981672394043528,0.44857723067033467,0.0,0.0,0.0
Test,0.7144018952653726,0.9811104751001717,0.4516235456749174,0.0,0.0,0.0
