,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9992830371966871,0.9882946746411974,0.03851050883763388,0.9763910699997619,0.9828479220232895,0.9795295438450305
Valid,0.9954993419606009,0.9748892171344166,0.08677318973775375,0.9505402850135027,0.9628073690289966,0.9563681659513336
Test-OCTMNIST,0.9778586666666668,0.85,0.5871206076982393,0.85,0.8983133203277256,0.8462131163087986
Test-OCTDL,0.7866564950356764,0.4862681744749596,3.096294546940438,0.3483462143783447,0.6330176526717557,0.4122545814338283
