,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.7307332753657141,0.981461599026555,0.32738326797758593,0.0,0.0,0.0
Valid,0.7950335472578763,0.981672394043528,0.32443152499248556,0.0,0.0,0.0
Test,0.7263533821293447,0.9811104751001717,0.3323215832013169,0.0,0.0,0.0
