,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9997567286400701,0.9937421135242159,0.026157343940718617,0.9912733347680507,0.9869326205006458,0.9890552338592098
Valid,0.9976479175415333,0.9788589364844904,0.06376179717787146,0.9618953669984813,0.9639658006487108,0.9628940693647747
Test-OCTMNIST,0.9952546666666667,0.917,0.24517014942805157,0.917,0.9329248635905292,0.9159519293869223
Test-OCTDL,0.916295030649124,0.6478190630048465,1.25344868879353,0.46626599999179225,0.6604439180142135,0.5282142906800517
