,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.999048182994775,0.985145213742729,0.045653559970661554,0.9838945956466014,0.9660656161665229,0.9743817142421347
Valid,0.9962346206992182,0.9730428360413589,0.08332330346533275,0.9628546332304121,0.9462966005451884,0.9538624278279582
Test-OCTMNIST,0.9936106666666666,0.923,0.249759406400418,0.9229999999999999,0.9351721956030207,0.9236732523714796
Test-OCTDL,0.8918080281416549,0.6187399030694669,1.5630124411308939,0.4536735088561673,0.6192708333333333,0.5121533889769015
