,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,1.0,0.9999163809683084,0.0029887962170068185,0.9999383020730503,0.999946374946375,0.9999423251420383
Valid,0.9969919009796933,0.9655373831775701,0.13277814423553613,0.963947175473644,0.9673964582687526,0.9654163690302803
Test-Blood,0.9959437367208086,0.9631686641332944,0.1501443840342103,0.9586238751465745,0.9681795054772666,0.9631819496511381
Test-Raabin,0.61858822266755,0.20257234726688103,3.14936897719014,0.1437387009571954,0.13075657894736842,0.07346049472915145
