,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9999975125364503,0.9981603813027845,0.006826097204305795,0.9980675708309216,0.998023952241178,0.9980444555595493
Valid,0.9996551917129758,0.9883177570093458,0.048020588978569104,0.9900927609784446,0.9883321316239835,0.9891735134086278
Test-Blood,0.999375458684623,0.9821689564454837,0.06824750248069424,0.9821854869358736,0.9823464681609728,0.9821873312680358
Test-Raabin,0.6817790299373252,0.15346389944460684,10.12189094301951,0.14123992413466097,0.14124805800103574,0.05750329922499464
