,decoder_width,encoder_width,num_decoder_layers,num_encoder_layers,Epochs,Train Bce,Train Acc,Train Auc,Train F1,Valid Bce,Valid Acc,Valid Auc,Valid F1,Time/s,best_hyperparameter
0,128,128,3,2,4,0.6443827402323408,0.672965407371521,0.6787240440974397,0.06315357801927414,0.39272703517565477,0.8613975048065186,0.7936478996499416,0.14788732394366197,37.52118277549744,False
1,128,128,3,3,1,0.698597368364617,0.5097702145576477,0.5266302829750904,0.03630223723089911,0.631084877703198,0.9816724061965942,0.2557522607934656,0.0,26.881447076797485,False
2,128,128,3,4,3,0.6995656010541814,0.4805668890476227,0.5234322556011587,0.039444076770350764,0.555186502917116,0.9816724061965942,0.5601662777129521,0.0,34.8729088306427,False
3,128,256,3,2,10,0.6390222028811359,0.6910743713378906,0.7015172573807344,0.06942647692971109,0.28484185421060587,0.9679266810417175,0.7967291423570595,0.15151515151515152,59.87690877914429,False
4,128,256,3,3,2,0.7217600551997081,0.4497888386249542,0.4889921124241428,0.035629155689373984,0.5511210920611335,0.9816724061965942,0.4652949970828471,0.0,30.576931953430176,False
5,128,256,3,4,2,0.7052546153733618,0.48772457242012024,0.4844037913976654,0.035054604287447756,0.4562561021432844,0.9816724061965942,0.6277621791131855,0.0,30.954841375350952,False
6,128,512,3,2,5,0.6678239712601622,0.6038937568664551,0.6465210417952542,0.05530897917377945,0.47536415325846837,0.9404352903366089,0.7893815635939323,0.1746031746031746,41.50456094741821,False
7,128,512,3,3,2,0.7331636649136559,0.48085319995880127,0.4989695636209639,0.03588993752492357,0.29904268936329825,0.9816724061965942,0.31002953617269546,0.0,30.636955499649048,False
8,128,512,3,4,6,0.7292580364138543,0.46711045503616333,0.48573298252411434,0.03499675955930007,0.2697617869060337,0.9816724061965942,0.40536573803967324,0.0,46.471186876297,True
