Split,Pearson's Correlation,AUROC,AUPR,AURC (CE Loss),AURC (0/1 Loss),Sigma Risk (0.1),Sigma Risk (0.2),Sigma Risk (0.3),Sigma Risk (0.4)
Train,0.744270327596667,0.9999372647427854,0.8928571428571428,0.013177741797369347,7.692818872020883e-08,0.0,0.0,0.0,0.0
Valid,0.4677108529477607,0.883192832417023,0.3418440686759233,0.05442136961752543,0.007586416274668035,0.0,0.00880503144654088,0.008272058823529412,0.009630818619582664
Test,0.2796701862235722,0.8708092381769869,0.8460123840226954,0.9438123273854984,0.21412874117949177,0.14948453608247422,0.24776728757336056,0.30291177748804865,0.3395962422546472
