Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,-0.32443228447482375,4.21537546786918e-44,0.02564265932339465,0.7225621890547262,0.4239666433084499,0.03260869565217391,0.015503875968992248,0.02107728337236534,0.02384737678855326,0.44057688007945306
