,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6922924627870582,0.8244819044166516,0.346785823287264,0.3427230046948357,0.05268856008661133,0.09133562715045355
Valid,0.6378968253968255,0.8240695988400193,0.3582088184915472,0.24528301886792453,0.03857566765578635,0.06666666666666667
Test,0.5901663450050546,0.8182696955050749,0.371571566045686,0.2962962962962963,0.04519774011299435,0.0784313725490196
