,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9990980017500131,0.9850836607610001,0.04429173367152603,0.9837850817658519,0.9660323654184446,0.9743149670065265
Valid,0.9963915369894552,0.9731351550960118,0.08478461083472442,0.9632327161446088,0.9464064403604535,0.9540803080057363
Test-OCTMNIST,0.9933773333333334,0.922,0.256959578964657,0.9219999999999999,0.9345212258157205,0.9226741368439874
Test-OCTDL,0.8887677817585388,0.6138933764135702,1.7009676734706634,0.4497185253127155,0.6161735064763415,0.5088070666816076
