,OOD AUROC-OCTDL IN,OOD AUROC-OCTDL OUT,OOD AUROC-ChestMNIST,OOD AUPR-OCTDL IN,OOD AUPR-OCTDL OUT,OOD AUPR-ChestMNIST
ResNet18 Entropy,0.7241534733441034,0.4274774774774775,0.824226,0.6158773017431748,0.4760766951421332,0.7731710938696011
ResNet18 MC Dropout,0.7078029079159935,0.4387937937937938,0.865216,0.5708846020360587,0.4882243814221605,0.8515402601905664
Deep Ensemble,0.7277075928917609,0.5182952952952953,0.878186,0.6055293344376962,0.5440662733252728,0.8419266070875091
ResNet18 RUE,0.9476163166397414,0.9711261261261263,0.999989,0.9168522414931868,0.9648117271291512,0.9999889677867112
ResNet18 egRUE,0.9512180936995154,0.9819189189189189,0.999947,0.9481076264885528,0.9819066367697707,0.9999460226097834
PostNet Aleatoric,0.5903021001615509,0.4818368368368368,0.530585,0.47475091982519296,0.46246744173966603,0.47560479203505396
PostNet Epistemic,0.5725444264943457,0.4949519519519519,0.570719,0.47285086819293165,0.49221571563442823,0.5510981835049942
BNN,0.7616728594507269,0.7659239239239239,0.9205540000000001,0.6754962781932441,0.766911717599559,0.9093610659451532
DEC,0.634843295638126,0.6493653653653654,0.7402369999999999,0.5013614635589216,0.6394351678750312,0.7086553920379923
