,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6457541216289988,0.8825448613376835,0.44506898398223177,0.215962441314554,0.05405405405405406,0.08646616541353383
Valid,0.643334456424079,0.8840019333011117,0.44023575279420557,0.16981132075471697,0.04390243902439024,0.06976744186046512
Test,0.6041632202922524,0.8878685355244079,0.44933134971349464,0.14814814814814814,0.041237113402061855,0.06451612903225806
