,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6486709611675219,0.9512416168207359,0.23062951313217991,0.046948356807511735,0.047505938242280284,0.047225501770956316
Valid,0.6108958520515124,0.9536007733204447,0.23114033492265712,0.03773584905660377,0.0425531914893617,0.04
Test,0.6269644334160462,0.9497341710971484,0.23309925049736854,0.05555555555555555,0.05357142857142857,0.05454545454545454
