,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
RUE,0.4848189404919703,1.9636426345058049e-122,0.0884829692841141,0.7642908258193788,0.4308847877221576,0.025,0.0554699537750385,0.0786948176583493,0.1052631578947368,0.43910911928556
egRUE,0.5467488132309821,1.251981091970842e-161,0.0743112989118949,0.8054100472305711,0.4766230365566097,0.0253164556962025,0.0163934426229508,0.03886925795053,0.063343717549325,0.4306847743356387
Entropy,0.6151344326361575,1.1362685758882125e-215,0.0869361133477522,0.7634714469729498,0.4205026394184866,0.0,0.0,0.0161290322580645,0.0232558139534883,0.392658473050821
Deep Ensemble,-0.0492690443113211,0.0250214539360107,0.1237586435373891,0.6067721669394546,0.2356139296286329,0.073170731707317,0.099009900990099,0.117829457364341,0.1312803889789303,0.5241933018284739
MC Dropout,-0.5628152028411179,3.3439760503526e-173,0.3069594713223714,0.2800839713580702,0.1344916243722894,0.375,0.3564356435643564,0.369727047146402,0.3375,0.6251502770239887
PostNet Aleatoric,0.5195164198682992,2.164524805662701e-143,0.0415633618135602,0.8700868328704827,0.4958055924547087,0.0175824175824175,0.0194915254237288,0.0208799403430275,0.0318212593094109,0.1501323650291147
PostNet Epistemic,0.1616404510055693,1.3964584858736102e-13,0.0473933178099017,0.8359854844443507,0.4011370646856346,0.1575109382596013,0.1577928363988383,0.1577928363988383,0.1577164973391388,0.1630260915620864
GPC Entropy,0.0665563820371643,0.0024542129102757,0.0180930935480496,0.6154213767116993,0.0403042740085836,0.0167364016736401,0.0175284837861524,0.0215326155794806,0.0241228070175438,0.0897728309816992
