Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.16164045100556937,1.3964584858736102e-13,0.04739331780990173,0.8359854844443507,0.4011370646856346,0.15751093825960136,0.15779283639883834,0.15779283639883834,0.15771649733913884,0.1630260915620864
