,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9987802382331225,0.9849400371369657,0.04698085304788389,0.9713959772115809,0.9757745206210948,0.9735294537625441
Valid,0.9959088760923521,0.9769202363367799,0.08135856448170324,0.9559370648205424,0.9627579192688742,0.9592597274509695
Test-OCTMNIST,0.9883413333333334,0.87,0.45742672094722037,0.87,0.9083004044103185,0.8679601753562829
Test-OCTDL,0.8434399648913292,0.49434571890145396,2.702193530832456,0.37095062727765193,0.6123649632564597,0.4086512961913481
