Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.5302349890133987,2.9732171160108768e-127,0.05647030696893138,0.7996880806369316,0.42012857067841247,0.0,0.0,0.0,0.024509803921568627,0.33331173867115377
