,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9992573800646513,0.9889820162705049,0.03986961808038357,0.9769317230628513,0.9840357486839658,0.9803865382309938
Valid,0.99705503779008,0.9785819793205317,0.07063181037646978,0.9560044504693435,0.9680477714631268,0.9617487841652272
Test-OCTMNIST,0.9934506666666666,0.882,0.33943963936527155,0.882,0.9138806984303494,0.8794204536077102
Test-OCTDL,0.9017563825552383,0.5718901453957996,1.4995896223002492,0.4143720862470862,0.6406926089084679,0.46677088725675153
