,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9995059727262053,0.991156888291597,0.03419176261696703,0.987615176181879,0.9803456817540751,0.98391935847079
Valid,0.9848047363716405,0.9596565731166913,0.15630598233313572,0.9347235475316713,0.9258777011199992,0.9300806957621148
Test-OCTMNIST,0.9634306666666667,0.854,0.6434410161840639,0.854,0.8799878121932797,0.8504746221699641
Test-OCTDL,0.7375448391348479,0.46526655896607433,2.4354016794412896,0.3348742110295807,0.5114098306816524,0.4011929534593248
