,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6412708811005567,0.947978974080116,0.4627397345687016,0.06807511737089202,0.058823529411764705,0.06311207834602829
Valid,0.6440083108715183,0.9458675688738521,0.45963211813486965,0.03773584905660377,0.031746031746031744,0.034482758620689655
Test,0.5995037220843673,0.9521507974867085,0.4651617722098755,0.07407407407407407,0.07547169811320754,0.07476635514018691
