,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.7304899915751725,0.9109584138572758,0.4394461785950885,0.3281853281853282,0.0735930735930736,0.12022630834512023
Valid,0.7950700116686114,0.9100801832760596,0.4358858846955829,0.53125,0.1069182389937107,0.17801047120418848
Test,0.726052826986316,0.9004006868918145,0.4470276846398472,0.42424242424242425,0.08284023668639054,0.13861386138613863
