,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.7255615237674747,0.981461599026555,0.47940610067708384,0.0,0.0,0.0
Valid,0.7931009334889147,0.981672394043528,0.4784728829393682,0.0,0.0,0.0
Test,0.7189455818393975,0.9811104751001717,0.48125722042205477,0.0,0.0,0.0
