,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.7217495145587327,0.9136783336912175,0.20962468889096575,0.24324324324324326,0.05871388630009319,0.0945945945945946
Valid,0.712514585764294,0.9163802978235968,0.20340639797256857,0.34375,0.08088235294117647,0.13095238095238096
Test,0.6475372157985927,0.8975386376645679,0.23300350953716784,0.24242424242424243,0.04938271604938271,0.08205128205128205
