,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9989674484118266,0.9901412640930681,0.04511368553928086,0.9836156324209684,0.980446126031567,0.9819857618752766
Valid,0.9851442946762491,0.9574409158050221,0.15553225668595877,0.9232352492989958,0.9269315823278439,0.9249583173628689
Test-OCTMNIST,0.9539719999999998,0.787,0.7434526897956424,0.787,0.8537175070541657,0.7847027909282523
Test-OCTDL,0.7916300951347166,0.46365105008077545,2.0718210279592366,0.31561279096490363,0.5476395156223225,0.3766215560079116
