,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9988400662381114,0.9907567939103583,0.0366304667830701,0.9800969142157109,0.9862578258653913,0.9831191295143415
Valid,0.9822353673126107,0.9584564254062038,0.16073744460037195,0.9179566039332382,0.933110230830865,0.9251994200312801
Test-OCTMNIST,0.9314760000000001,0.819,0.924668469674361,0.819,0.8672906528426315,0.8161018078979855
Test-OCTDL,0.6311790285711941,0.3247172859450727,3.7200997199506776,0.21180918919695327,0.5303224553224554,0.2929891015417331
