,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9999709731444363,0.9964880006689523,0.013912220006026597,0.9962459622601931,0.9963722563387987,0.9962936659097941
Valid,0.99948383183629,0.9807242990654206,0.058790075134613685,0.9843945075201571,0.9808999429614835,0.9825282575301395
Test-Blood,0.9992774352252171,0.980415083308974,0.07707498522132564,0.979111659182361,0.9800936606804141,0.9794333573654868
Test-Raabin,0.6407077102699335,0.10903244665302543,inf,0.13263723150357995,0.1345255212077642,0.03535804986917039
