,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9999920088848772,0.9980767622710929,0.024073080008309218,0.9982010541524541,0.9980190583989943,0.9981091774419041
Valid,0.9998923470726384,0.9871495327102804,0.03989350605518445,0.9897685885867198,0.988478706495499,0.9891059775675363
Test-Blood,0.9993469002770788,0.9871382636655949,0.06462493336294543,0.9873062469158176,0.9883994726317462,0.9878348794091307
Test-Raabin,0.7287569530044908,0.12803273896521486,5.393358464268391,0.13829408254948758,0.20021274387712745,0.04763799498049868
