,decoder_width,encoder_width,num_decoder_layers,num_encoder_layers,Epochs,Train Mae,Train Mse,Train Correlation,Valid Mae,Valid Mse,Valid Correlation,Time/s,best_hyperparameter
0,256,150,5,2,1,0.13112220168113708,0.06281688809394836,0.6405133562359079,0.13026118278503418,0.06365655362606049,0.6638853198881469,57.16854119300842,False
1,256,150,6,2,1,0.13085922598838806,0.06293510645627975,0.6390671797925799,0.12999403476715088,0.06342791765928268,0.6679741366696463,57.33456206321716,False
2,256,150,7,2,4,0.12918056547641754,0.0633583515882492,0.6399857725754582,0.12901568412780762,0.06384385377168655,0.6701005100141787,72.55585384368896,False
3,512,150,5,2,13,0.12890449166297913,0.06285279244184494,0.6375092983459725,0.12869124114513397,0.064371757209301,0.6717035003536254,119.83057045936584,False
4,512,150,6,2,6,0.12887345254421234,0.06299855560064316,0.6389924535558706,0.12868084013462067,0.06370161473751068,0.6782339781704882,86.10001540184021,False
5,512,150,7,2,6,0.1288451850414276,0.06323717534542084,0.638611530397875,0.1291387528181076,0.06237218156456947,0.6742983030964045,86.00466918945312,False
6,1024,150,5,2,8,0.12937232851982117,0.06152378395199776,0.6321080876354216,0.12954695522785187,0.0649494081735611,0.6809887278937251,91.42276668548584,True
7,1024,150,6,2,6,0.12929095327854156,0.061812371015548706,0.6327644452700469,0.12920013070106506,0.06439801305532455,0.6784587125683323,83.31502389907837,False
8,1024,150,7,2,4,0.12940168380737305,0.06187865138053894,0.6344135963217422,0.1288512498140335,0.06232830509543419,0.6697791509325823,73.1387710571289,False
