,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6487336317647486,0.858558395263126,0.4863822013814963,0.27230046948356806,0.05402887750349324,0.09016712009327633
Valid,0.6499606918238994,0.8588690188496858,0.48099360104745686,0.22641509433962265,0.045627376425855515,0.0759493670886076
Test,0.6097233710136936,0.8641855969067183,0.48990134183999823,0.2037037037037037,0.04417670682730924,0.07260726072607261
