,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.6507010954616589,0.8833907316778442,0.4644483403924455,0.2347417840375587,0.05868544600938967,0.09389671361502347
Valid,0.6495956873315365,0.8859352344127598,0.4594045417638088,0.20754716981132076,0.05365853658536585,0.08527131782945736
Test,0.6114879147137212,0.8864185596906718,0.4683544660619977,0.18518518518518517,0.04975124378109453,0.0784313725490196
