,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9993610897078451,0.9910440411584271,0.04016543260859237,0.9864765930077796,0.9826361662379041,0.9845175656832882
Valid,0.9973399964636686,0.9795051698670606,0.07060160236842046,0.9645066154253278,0.9643348271070377,0.9643947194482997
Test-OCTMNIST,0.996016,0.916,0.2152094664385689,0.916,0.931447865235288,0.9140041154520335
Test-OCTDL,0.913110122589656,0.5945072697899838,1.3569727314105562,0.4214394760169408,0.6866807205383003,0.4953374492169598
