Split,Pearson's Correlation,AUROC,AUPR,AURC (CE Loss),AURC (0/1 Loss),Sigma Risk (0.1),Sigma Risk (0.2),Sigma Risk (0.3),Sigma Risk (0.4)
Train,0.020752080180202026,0.5455289069888194,0.019605831305135307,0.04986068884916521,0.014118252893209275,0.02631578947368421,0.009302325581395349,0.0112806901128069,0.013043931962850882
Valid,0.07244528407389042,0.6414566587794744,0.0453149712658238,0.056046485364076644,0.01631172384445869,0.0,0.002105263157894737,0.009478672985781991,0.014201183431952662
Test,0.506672297200103,0.8262302676121585,0.640377156893764,0.3393155760606992,0.10204160401373993,0.030612244897959183,0.08069620253164557,0.07979274611398963,0.09537037037037037
