,Pearson's Correlation,AUROC,AUPR,AURC (CE Loss),AURC (0/1 Loss),Sigma Risk (0.1),Sigma Risk (0.2),Sigma Risk (0.3),Sigma Risk (0.4)
ResNet18 Entropy,-0.0665377342550673,0.6497362433405682,0.6816928529308256,7.786181149223564,0.3527479408562004,0.39815018718343975,0.3949372298826919,0.39322709163346614,0.39337231968810915
ResNet18 MC Dropout,-0.06153966119215051,0.6507714617725772,0.6838472574637986,7.796936921082246,0.35304243742999714,0.3929824561403509,0.3905191873589165,0.38915375446960665,0.3907194384870345
Deep Ensemble,0.1299801166839017,0.8416938734913799,0.8540077281784444,3.9010214574843167,0.2513368251705236,0.186023377269336,0.19529019980970505,0.20594333102971665,0.22123500666370502
ResNet18 RUE,0.673150657977909,0.956988343939095,0.9378750746185635,2.2860611122781043,0.15941008763760245,0.00823045267489712,0.026872246696035242,0.02679127725856698,0.03202115158636898
ResNet18 egRUE,0.6296705680609713,0.9648131333996536,0.9555460343532829,2.3016039895477456,0.1555665895291477,0.002347417840375587,0.013268156424581005,0.0252991452991453,0.04121283485428319
BNN,0.18455849028591986,0.829683534291435,0.6560998129114803,1.9939644818871667,0.13468731197831874,0.10025344973246973,0.11325747552262504,0.12436932391523714,0.13712212817412334
DEC,0.4202232570320993,0.7983832581344323,0.7216773216676307,0.9743246563470617,0.22512386816518298,0.4897959183673469,0.2791666666666667,0.13702201622247973,0.16456277254991966
PostNet Aleatoric,0.2248140997757899,0.8527476172725937,0.8293924239114705,1.0090654823005885,0.22672746002458494,0.24907260201377848,0.29124236252545826,0.3238493723849372,0.35103244837758113
PostNet Epistemic,0.2796701862235722,0.8708092381769869,0.8460123840226954,0.9438123273854984,0.21412874117949177,0.14948453608247422,0.24776728757336056,0.30291177748804865,0.3395962422546472
