,OOD AUROC-Raabin,OOD AUROC-Bone Marrow,OOD AUROC-ChestMNIST,OOD AUPR-Raabin,OOD AUPR-Bone Marrow,OOD AUPR-ChestMNIST
ResNet18 Entropy,0.5738503547863365,0.9190115797837539,0.8594064669778227,0.6384533267316936,0.9078179221486943,0.8487401918568407
ResNet18 MC Dropout,0.5758175876238043,0.9129398429033462,0.8710041944791191,0.6416282762411967,0.8800771386775559,0.850125321468095
Deep Ensemble,0.7873680461677239,0.956547506797476,0.9001909812845861,0.8612237914382005,0.9543829464895633,0.8682024075107083
ResNet18 RUE,0.9999145535839175,0.9993705162527202,1.0,0.9999156475041808,0.999374369630608,1.0
ResNet18 egRUE,0.9977998402322912,0.9818594695264329,0.998729411792853,0.9976029600354419,0.981712271776794,0.9986170420328598
BNN,0.8287980654247827,0.8640133105009117,0.88496336185848,0.8120809414639721,0.8657359385293675,0.8730262759230221
DEC,0.7783654972156858,0.8031089422152378,0.920845516212133,0.8408045608165321,0.855420950150164,0.9369820871919972
PostNet Aleatoric,0.8173863974945059,0.8744676795086079,0.8772001704485108,0.7847926729738808,0.8470854315129083,0.8133852629815971
PostNet Epistemic,0.8537308596823734,0.8420836587061652,0.9390339821251225,0.8277638264798209,0.8426414574991379,0.9187106814256542
