,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9999959922579711,0.9969897148591019,0.025577162799619677,0.9969527127438551,0.9974547920780762,0.997193327939062
Valid,0.9997957472200839,0.9906542056074766,0.044686195162270126,0.9919673631992876,0.9913575192612089,0.9916394045326349
Test-Blood,0.9993597404861354,0.9836305173925752,0.06682537326411721,0.9829232582075477,0.9868032212273661,0.9846012404643244
Test-Raabin,0.6935988468967021,0.0912014030985092,7.247347117527405,0.1278721876495931,0.136070110701107,0.025954331670407588
