,Pearson's Correlation,AUROC,AUPR,AURC (CE Loss),AURC (0/1 Loss),Sigma Risk (0.1),Sigma Risk (0.2),Sigma Risk (0.3),Sigma Risk (0.4)
ResNet18 Entropy,-0.17074826046027208,0.5668648933361643,0.5829760979007975,15.326663738317329,0.40453042941830497,0.40406852248394004,0.3980917580186764,0.39595719381688466,0.3962190606119665
ResNet18 MC Dropout,-0.17285267880297556,0.5684328622722306,0.5857397531532134,15.229672255343974,0.4028304123833888,0.40664796028491257,0.39938587512794266,0.3976910828025478,0.3938803352173066
Deep Ensemble,0.04658398310364564,0.8375880509230815,0.8265156406270701,2.8429646842948486,0.2215152008985603,0.18808699950568464,0.20079662605435802,0.21076538723597546,0.2301845819761129
ResNet18 RUE,0.5263052766770707,0.9427384911028412,0.8999205413699877,2.9872085667222796,0.14971735962956503,0.0028011204481792717,0.01779935275080906,0.019642857142857142,0.02643043857101365
ResNet18 egRUE,0.4839448451452172,0.9560781353026223,0.9345948472796854,3.016954833284977,0.14438826882164077,0.008547008547008548,0.013770180436847104,0.021799201719373655,0.0782608695652174
BNN,0.047950408893629295,0.7890910911358024,0.6338204532260019,3.08756929777501,0.1760135279919336,0.134226275292106,0.14542046063202999,0.15704800817160366,0.1668705652067531
DEC,0.357330110099945,0.7501067565752849,0.6424552136750529,1.0261538401785848,0.23392611304571578,0.41025641025641024,0.19645821804095184,0.16607862903225806,0.19223300970873786
PostNet Aleatoric,0.031070570696685257,0.8595763744782973,0.817422572851909,1.3841148660463163,0.21636106513759562,0.27809698919788556,0.31403023206301894,0.33879449838187703,0.3551092043681747
PostNet Epistemic,0.06726847692837973,0.8641593029072384,0.8268263946983164,1.370839370273408,0.21428626723982563,0.256563245823389,0.2965953731994762,0.3276743710370219,0.3504973668812171
