,OOD AUROC-Raabin,OOD AUROC-Bone Marrow,OOD AUROC-ChestMNIST,OOD AUPR-Raabin,OOD AUPR-Bone Marrow,OOD AUPR-ChestMNIST
ResNet18 Entropy,0.5259684048205109,0.8644437040987194,0.7773761131638662,0.6333654804223174,0.8667637809770989,0.7643091125856774
ResNet18 MC Dropout,0.5272213910659449,0.8611099267288438,0.7796104514980081,0.6269950878771019,0.8569961447288066,0.7605046070993734
Deep Ensemble,0.812625323190388,0.9382988011611484,0.6619802155659273,0.8698834045309611,0.9473256969723403,0.6784466457155479
ResNet18 RUE,0.9999731698253502,0.9980530179631438,0.9999994018750875,0.9999729133406545,0.9980541482413503,0.9999994021496232
ResNet18 egRUE,0.998642427341281,0.9528893748321513,0.9996356564818242,0.9985970097503751,0.9544884237452094,0.9996357387510661
BNN,0.799289487416349,0.8712580130580921,0.9225023222199732,0.7870127564203346,0.8700583054109584,0.9091604065416651
DEC,0.753309403779688,0.8092413460510641,0.8992846511491988,0.8141241244124009,0.8581102129989647,0.9186287202116854
PostNet Aleatoric,0.8529156154265303,0.9087778334223827,0.9401193225022026,0.8316550506779319,0.8803329219338905,0.9066733374595438
PostNet Epistemic,0.8598882138716959,0.9166661611087048,0.9516747540275381,0.8452987956585153,0.8950734009791312,0.9218870681792674
