,Pearson's Correlation,AUROC,AUPR,AURC (CE Loss),AURC (0/1 Loss),Sigma Risk (0.1),Sigma Risk (0.2),Sigma Risk (0.3),Sigma Risk (0.4)
ResNet18 Entropy,-0.12059965104401588,0.6954928441856936,0.6342599733492204,7.00299888734515,0.29899845381426704,0.3147283531409168,0.3257514216084484,0.3314807463279079,0.33638666926525046
ResNet18 MC Dropout,-0.09785717261234887,0.6965592192511367,0.6494909528970799,7.052596126301171,0.3008625239274515,0.313586606567933,0.32470444353852423,0.332011106703689,0.3383356070941337
Deep Ensemble,0.14839245868597184,0.8318651187923791,0.8030192505818443,3.485290207669782,0.21474086537802436,0.19244647582391147,0.20656192236598891,0.21951219512195122,0.24028193079880392
ResNet18 RUE,0.6017649421679324,0.9180789875514062,0.8350263307496578,1.607609436701779,0.1437214782389463,0.0,0.016039823008849558,0.01813553929366847,0.01790957134468585
ResNet18 egRUE,0.5635282110834123,0.9152239077379779,0.8365517140577179,1.6597687059063224,0.14416141604964836,0.0,0.006739679865206402,0.01440809968847352,0.02466504263093788
BNN,0.02622527300967839,0.7679253517056844,0.6202599863377372,3.002363685419768,0.2045224238501688,0.1238390092879257,0.13538781163434904,0.14748316768194936,0.16010733452593917
DEC,0.3990357781218834,0.761450765462798,0.5540645146802952,0.9254036838420194,0.2120404162764701,0.3114754098360656,0.17773943054357205,0.13314840499306518,0.17951105937136205
PostNet Aleatoric,0.21427624827115443,0.840189454136762,0.707543660281225,0.7838984477092422,0.16845954400417212,0.20172108327005822,0.25917686318131256,0.29518320296418277,0.31740148263753415
PostNet Epistemic,0.2572160885557753,0.8393595291832048,0.7134231029768034,0.7931432595773706,0.1706801273948163,0.1754479807435143,0.23716153127917833,0.2840670859538784,0.31346492085206173
