,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9999976340853375,0.9981603813027845,0.006255114832525208,0.9981606363772755,0.9980242970440336,0.9980911055833468
Valid,0.9996690947366209,0.9877336448598131,0.04977766190211093,0.9892186351043186,0.987924256609571,0.9885247388759134
Test-Blood,0.9993724232235033,0.9821689564454837,0.07375226175922668,0.982512202540367,0.9823837243403613,0.9823658346141289
Test-Raabin,0.6791357897128769,0.15521777258111663,10.987423715934494,0.14340194475701154,0.17252334024896265,0.061527283058344165
