,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.999360271780059,0.9892384870277091,0.035655978173851945,0.9784587178917309,0.9839084598880055,0.981157945010976
Valid,0.9959891833994887,0.975350812407681,0.08111572616123731,0.9491383161870208,0.9658286891045668,0.9572230616654631
Test-OCTMNIST,0.9872093333333334,0.858,0.44487113946442436,0.858,0.9006376226216168,0.8575724973894919
Test-OCTDL,0.8486851476233078,0.49596122778675283,2.2791372246803894,0.3196552383942349,0.6860562682931104,0.4021682040126706
