,OOD AUROC-OCTDL IN,OOD AUROC-OCTDL OUT,OOD AUROC-ChestMNIST,OOD AUPR-OCTDL IN,OOD AUPR-OCTDL OUT,OOD AUPR-ChestMNIST
ResNet18 Entropy,0.6547899838449112,0.3323523523523524,0.834745,0.5167423824983397,0.4456747055421924,0.8153004089396015
ResNet18 MC Dropout,0.6337140549273022,0.34163763763763766,0.8655519999999999,0.49022474055312487,0.4451569484936844,0.8487023555502461
Deep Ensemble,0.7345525040387723,0.46458258258258256,0.8806150000000001,0.6364122818932885,0.516053577483652,0.8009816592777957
ResNet18 RUE,0.9502439418416802,0.9712667667667668,0.9999709999999999,0.9223604059989559,0.9679015525270513,0.9999706159229012
ResNet18 egRUE,0.9507560581583199,0.9692932932932933,0.999977,0.9334630680029599,0.9673674975750993,0.99997697765296
PostNet Aleatoric,0.606302100161551,0.5072372372372372,0.576798,0.4730232779196326,0.4997077616536215,0.526732225951963
PostNet Epistemic,0.5998481421647819,0.5477797797797798,0.65567,0.4674495171102353,0.5222153332508916,0.6281054762882565
BNN,0.751525040387722,0.7257397397397398,0.905419,0.6620556146744849,0.7286894666787052,0.8971842108143729
DEC,0.6184507269789984,0.6703743743743743,0.7642869999999999,0.5031004227516368,0.6456713264313618,0.723829436376985
