,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9995300687089239,0.9926239010228054,0.03142110589867102,0.9885172085729285,0.9851552919067983,0.9868115970215701
Valid,0.9836024482299824,0.9574409158050221,0.1474956383541704,0.9266708040040655,0.9250732204693589,0.9253554423772316
Test-OCTMNIST,0.9478893333333333,0.821,0.7060438184926675,0.821,0.8575390180759331,0.8163061979760211
Test-OCTDL,0.76470577422382,0.5428109854604201,1.9681323680256053,0.34918212289471096,0.5564297212108954,0.41271353394505217
