,Pearson's Correlation,AUROC,AUPR,AURC (CE Loss),AURC (0/1 Loss),Sigma Risk (0.1),Sigma Risk (0.2),Sigma Risk (0.3),Sigma Risk (0.4)
ResNet18 Entropy,-0.029842608800727494,0.677036190505118,0.45873447326667477,1.5645040855783487,0.19467237294210576,0.16584158415841585,0.17722772277227722,0.18974820143884893,0.2059800664451827
ResNet18 MC Dropout,-0.028833654571731815,0.6727533984987994,0.42636049367750656,1.543573068388056,0.1969609216309266,0.16158940397350993,0.17616580310880828,0.195077484047402,0.21589958158995817
Deep Ensemble,0.07018629325782443,0.7305299968469631,0.44712946894523264,0.8086599627355422,0.13815222138933675,0.11163337250293771,0.13582677165354332,0.15597147950089127,0.17423616845582163
ResNet18 RUE,0.34992914531500185,0.753884062813231,0.549962024478268,0.53842999659121,0.14616877368507664,0.03571428571428571,0.12413793103448276,0.12058823529411765,0.14256198347107438
ResNet18 egRUE,0.40233382227568254,0.7692020016401908,0.5749746552073959,0.499992051377002,0.1389940292031626,0.030303030303030304,0.09657320872274143,0.12890094979647218,0.13902681231380337
PostNet Aleatoric,0.015382294199394443,0.6702623219477152,0.4693919133344004,1.1079910660228227,0.18851744384368382,0.20137299771167047,0.21017907634307256,0.2131004366812227,0.21630615640599002
PostNet Epistemic,0.0421755707827442,0.6918998604391863,0.4938087804431145,1.0273055610140978,0.17689609709865886,0.17670157068062828,0.1931372549019608,0.20213713268032057,0.20585774058577405
BNN,-0.015685365290172438,0.6942892878574319,0.4959341963433859,2.0385116440851276,0.2169372353638282,0.17420212765957446,0.1935123042505593,0.21379310344827587,0.24046140195208518
DEC,0.07197092245158707,0.5925876333201219,0.40054643348350044,0.9579223629002979,0.2656575301730385,0.16287878787878787,0.19956140350877194,0.25517241379310346,0.2684931506849315
