Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.31621981386067005,7.202588351677073e-42,0.1158163932815393,0.6653483682629678,0.2973360754752839,0.0,0.058823529411764705,0.023255813953488372,0.07396449704142012,0.4367126577128393
