Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.3865690265606064,1.0190368938881556e-74,0.024873909190106198,0.5902656226009521,0.09030827337303055,0.015625,0.026172300981461286,0.025497512437810944,0.026058631921824105,0.24732529961336727
