Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.6458390087515947,1.47596733390468e-244,0.03429567883834239,0.8397473147080456,0.44492870621605696,0.015957446808510637,0.023676880222841225,0.022018348623853212,0.029347028613352897,0.39744123299569645
