Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.02163444919442038,0.3253168331943531,0.11518839939462677,0.5916257179123048,0.19949739262899419,0.18151016456921587,0.18151016456921587,0.18142235123367198,0.18142235123367198,0.2659116323441162
