Split,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
Test,0.4763327899664682,1.1515143351868798e-117,0.037687543889555905,0.85627725766122,0.4829588977798299,0.026637069922308545,0.023255813953488372,0.030626780626780627,0.047963206307490146,0.14099426733941645
