,Pearson's Correlation,Pearson's P-Value,AURC (0/1 Loss),AUROC,AUPR,Sigma-Risk Score (0.1),Sigma-Risk Score (0.2),Sigma-Risk Score (0.3),Sigma-Risk Score (0.4),AURC
RUE,0.4994128251615924,5.915611044591661e-131,0.0863055246456465,0.7684736479899066,0.4371272609401119,0.01875,0.058055152394775,0.073967339097022,0.1011320754716981,0.4330738166054352
egRUE,0.5888082278745262,2.489587720855481e-193,0.0696941145246663,0.8205195847909618,0.4872043302913099,0.0119047619047619,0.0213740458015267,0.0318906605922551,0.0535152151101783,0.4214372075917729
Entropy,0.6683346663387253,6.196655344437536e-268,0.0772183408044649,0.791658542180421,0.4491598224660963,0.0,0.0,0.0135135135135135,0.0127388535031847,0.3796639753055757
Deep Ensemble,-0.4394257905094679,2.0017142479378678e-98,0.1686289845476325,0.4188014139340924,0.1366929044977304,0.0478723404255319,0.1352833638025594,0.219047619047619,0.2261268143621085,0.5775620013405398
MC Dropout,-0.7379047716058976,0.0,0.4225664489683669,0.12685958366008,0.1174510661876907,0.8888888888888888,0.6975308641975309,0.589098532494759,0.4717223650385604,0.6536142379905094
PostNet Aleatoric,0.4763327899664682,1.1515143351868798e-117,0.0376875438895559,0.85627725766122,0.4829588977798299,0.0266370699223085,0.0232558139534883,0.0306267806267806,0.0479632063074901,0.1409942673394164
PostNet Epistemic,0.0642737722978125,0.0034464298976961,0.0577372023725358,0.7268961640596228,0.2159879203719235,0.141871921182266,0.1416015625,0.1407766990291262,0.1405719825496849,0.1681871268859137
GPC Entropy,0.0665563820371643,0.0024542129102757,0.0180930935480496,0.6154213767116993,0.0403042740085836,0.0167364016736401,0.0175284837861524,0.0215326155794806,0.0241228070175438,0.0897728309816992
