,OOD AUROC-Raabin,OOD AUROC-Bone Marrow,OOD AUROC-ChestMNIST,OOD AUPR-Raabin,OOD AUPR-Bone Marrow,OOD AUPR-ChestMNIST
ResNet18 Entropy,0.7652891194840813,0.8734278820712997,0.5304328946144063,0.7759947401220422,0.8629554899996028,0.558272087987576
ResNet18 MC Dropout,0.7648671850814658,0.8704237569746704,0.5447400425232634,0.7749345168681809,0.8483733225664177,0.5535420147976249
Deep Ensemble,0.8880440896671272,0.9452129542577137,0.8509277900027863,0.9206906663271165,0.9467790706012335,0.8722412385216258
ResNet18 RUE,0.9999909426798953,0.9937961629603286,0.9999887210730771,0.9999909813597904,0.9942628425975654,0.999988762712863
ResNet18 egRUE,0.9947441909467643,0.9171994321914758,0.9972168393353602,0.9942051630708895,0.91264373396254,0.9971322120334197
BNN,0.8456806964839911,0.8540432945027792,0.914540339722988,0.8276521538014951,0.8565894149958426,0.9052921606002988
DEC,0.7661079952126082,0.8220250270843777,0.919609021125003,0.8244593508241824,0.8624426444949048,0.9298746079897575
PostNet Aleatoric,0.8324799087705705,0.8781122254937755,0.8240098618835586,0.7527191858191696,0.8310852151946437,0.7225891211491012
PostNet Epistemic,0.7673011262435763,0.846285315324191,0.7751829600022764,0.6484772728769124,0.8146797790665987,0.6796512812759103
