,AUC,Accuracy,Crossentropy Loss,Recall,Precision,F1-Score
Train,0.9999999134577932,0.9994982858098503,0.011848741681497566,0.9994074704958342,0.9994981376502974,0.9994525945713078
Valid,0.9999042748750929,0.991822429906542,0.03427580495628428,0.9928874076829911,0.9926856077276643,0.9927802829430388
Test-Blood,0.9994437257504966,0.9900613855597779,0.048678289225080246,0.9899250656576535,0.9912269068577844,0.990549365964131
Test-Raabin,0.7000210705982058,0.12364805612394036,5.1566832406913505,0.15679471788715485,0.2981410031567871,0.04886734822797935
